URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
F,C750,PSB UA /OV PSB100010/TM 0247/FL140/TP C750/TB SEV,SEV,202507010200-KMSC-UBUS01-PIREP,14000.0,40.855446292802775,-77.87022226034723,2025-07-01 02:47:00,5.0,M
T,CRJ7,ILG UUA /OV DQO/TM 0357/FL250/TP CRJ7/TB SEV,SEV,202507010400-KMSC-UBUS01-PIREP,25000.0,39.68,-75.61,2025-07-01 03:57:00,5.0,M
T,P28A,IWA UUA /OV IWA/TM 0435/FL026/TP P28A/TB CONS SEV 024-026,CONS SEV 024-026,202507010400-KMSC-UBUS01-PIREP,2600.0,33.30783,-111.65547,2025-07-01 04:35:00,5.0,L
T,C172,TWF UUA /OV TWF090020/TM 1641/FL105/TP C172/TB SEV 105 /ZLC,SEV 105,202507011600-KMSC-UBUS01-PIREP,10500.0,42.48181,-114.03573095235444,2025-07-01 16:41:00,5.0,L
T,E135,GSO UUA /OV GSO010020/TM 1731/FL260/TP E135/TB SEV 260/RM NO DMG NO INJURIES ZTLFD-29,SEV 260,202507011700-KMSC-UBUS01-PIREP,26000.0,36.42579584083999,-79.87196854284095,2025-07-01 17:31:00,5.0,M
T,S22T,CPR UUA /OV DDY045032/TM 1940/FL100/TP S22T/TB SEV/RM ZDVWC-22 MOD TO SEV TB,SEV,202507011900-KMSC-UBUS01-PIREP,10000.0,43.46715416367633,-105.76354962610372,2025-07-01 19:40:00,5.0,U
T,B77W,LNA UUA /OV LRP250010/TM 2017/FL150/TP B77W/TB SEV/RM SEVERE TURB IN DECENT,SEV,202507012000-KMSC-UBUS01-PIREP,15000.0,40.0629920255025,-76.49482390078603,2025-07-01 20:17:00,5.0,U
T,C56X,LAS UUA /OV LAS030008/TM 2124/FL110/TP C56X/TB SEV 110-150/RM RATPK3 DEPT./KLAS,SEV 110-150,202507012100-KMSC-UBUS01-PIREP,11000.0,36.18737940692164,-115.08091352288656,2025-07-01 21:24:00,5.0,M
T,C172,BJC UUA /OV 3N BJC/TM 2140/FL060/TP C172/TB SEV/RM SEVERE DOWNDRAFTS UNKNOWN FPM,SEV,202507012100-KMSC-UBUS01-PIREP,6000.0,39.95881405000405,-105.11719,2025-07-01 21:40:00,5.0,L
T,P28A,MKC UUA /OV MKC010001/TM 2158/FL003/TP P28A/TB SEV 003/RM DURC,SEV 003,202507012200-KMSC-UBUS01-PIREP,300.0,39.139414792042,-94.58926914645193,2025-07-01 21:58:00,5.0,L
