URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,B737,EVV UUA /OV PXV180070/TM 0000/FL380/TP B737/TB SEV/RM NO INJURIES OR DAMAGE. ZME CWSU,SEV,,38000.0,36.76323883323883,-87.76,2021-03-01 00:00:00,5.0,M
F,E175,MEM UA /OV 12 S MEM/TM 0107/FL030/TP E175/TB SEV 030,SEV 030,,3000.0,34.8610937999838,-89.985,2021-03-01 01:07:00,5.0,U
F,SW4,UA /OV CYYB /TM 0115 /FL035 /TP SW4 /TB MDT-SEV /RM ON APRCH RWY18,MDT-SEV,,3500.0,46.36361,-79.42278,2021-03-01 01:15:00,5.0,M
T,A330,MCG UUA /OV MCG/TM 0305/FL380/TP A330/TB SEV/RM ZAN,SEV,,38000.0,62.95,-155.6,2021-03-01 03:05:00,5.0,L
F,P46T,STL UA /OV STL330015/TM 1250/FL145/TP P46T/TB SEV/RM ZKCFDC-FX,SEV,,14500.0,38.96897388797807,-90.5336986316592,2021-03-01 12:50:00,5.0,L
T,GLF5,STL UUA /OV STL300015/TM 1256/FL180/TP GLF5/TB SEV-EXTRM/RM 180-200 ZKC FDC,SEV-EXTRM,,18000.0,38.87746012501013,-90.65104537441748,2021-03-01 12:56:00,6.0,M
T,E50P,ABY UUA /OV ABY024021/TM 1550/FL060/TP E50P/TB SEV/RM NO ALT CHANGE NO DAMAGE TURB BTW 060-070,SEV,,6000.0,31.855286809214537,-84.02743178608715,2021-03-01 15:50:00,5.0,U
F,B777,UUA /OV 4712N05349W /TM 1750 /FL320 /TP B777 /TB SEV /RM WESTBOUND,SEV,,32000.0,47.2,-53.8166,2021-03-01 17:50:00,5.0,H
F,A333,UUA /OV 4742N05726W /TM 1755 /FL400 /TP A333 /TB SEV,SEV,,40000.0,47.7,-57.4333,2021-03-01 17:55:00,5.0,H
T,B737,STL UUA /OV STL090040/TM 1814/FL190/TP B737/TB SEV CAT 195-210/RM ZKC FDC,SEV CAT 195-210,,19000.0,38.75245,-89.51847396448433,2021-03-01 18:14:00,5.0,M
T,B752,ATL UUA /OV ATL325040/TM 1815/FL130/TP B752/TB SEV BLO 130,SEV BLO 130,,13000.0,34.176245597113954,-84.9010857309265,2021-03-01 18:15:00,5.0,M
F,CRJ2,CHA UA /OV CHA180015/TM 1838/FL050/TP CRJ2/TB OCNL SEV,OCNL SEV,,5000.0,34.78525974997975,-85.20381,2021-03-01 18:38:00,5.0,M
T,C208,SEG UUA /OV SEG/TM 1900/FL100/TP C208/TB EXTRM OCNL,EXTRM OCNL,,10000.0,40.82056,-76.86389,2021-03-01 19:00:00,7.0,L
F,LJ35,UUA /OV 4829N05633W /TM 1933 /FL400 /TP LJ35 /TB SEV /RM UPTO F410ALT DEV 200FT,SEV,,40000.0,48.4833,-56.55,2021-03-01 19:33:00,5.0,M
F,A333,UUA /OV 4750N06708W /TM 1938 /FL360 /TP A333 /TB SEV TURB,SEV TURB,,36000.0,47.8333,-67.1333,2021-03-01 19:38:00,5.0,H
F,C172,UUA /OV CFX6 /TM 2100 /FL065 /TP C172 /TB MDT-SEV,MDT-SEV,,6500.0,50.4,-113.28,2021-03-01 21:00:00,5.0,L
F,A330,UUA /OV 4618N05337W /TM 2141 /FL380 /TP A330 /TB MDT-SEV,MDT-SEV,,38000.0,46.3,-53.6166,2021-03-01 21:41:00,5.0,L
F,E75,ADW UA /OV OTT086034/TM 2343/FL200/TP E75/TB SEV,SEV,,20000.0,38.74953187028035,-76.0155136825033,2021-03-01 23:43:00,5.0,U
T,E75L,ESN UUA /OV OTT086034 /TM 2343 /FL200 /TP E75L /TB SEV,SEV,,20000.0,38.74953187028035,-76.0155136825033,2021-03-01 23:43:00,5.0,U
T,E75,RMN UUA /OV BRV218040/TM 0101/FL210/TP E75/TB SEV/RM 210-190,SEV,,21000.0,37.81461694497227,-77.87333478064761,2021-03-02 01:01:00,5.0,U
T,BE35,BNA UUA /OV HOP150008/TM 0103/FL150/TP BE35/TB SEV 150-200/RM LOSS 90KT THRU FL200  30KT THRU 150 DURD; NO DMG/INJ ZME CWSU,SEV 150-200,,15000.0,36.553090593078366,-87.41305845929962,2021-03-02 01:03:00,5.0,L
F,A380,UUA /OV 53N050W /TM 0122 /FL380 /TP A380 /TB SEV,SEV,,38000.0,53.0,-50.0,2021-03-02 01:22:00,5.0,U
F,A333,UUA /OV 49N050W /TM 0126 /FL350 /TP A333 /TB SEV,SEV,,35000.0,49.0,-50.0,2021-03-02 01:26:00,5.0,H
T,E145,TRI UUA /OV HMV090040/TM 0134/FL190/TP E145/TB SEV INTMT/RM ZTLFD,SEV INTMT,,19000.0,36.44,-81.30123951744187,2021-03-02 01:34:00,5.0,M
